id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
F-Iuc4g1n4jYcivajguVog,sushi-taku-logan-square-chicago-2,Sushi Taku - Logan Square,https://s3-media2.fl.yelpcdn.com/bphoto/u4f8Qh6lqXRlREiVk1607w/o.jpg,False,https://www.yelp.com/biz/sushi-taku-logan-square-chicago-2?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,226,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,"{'latitude': 41.92269, 'longitude': -87.69643}","['pickup', 'delivery']",$$,"{'address1': '2283 N Milwaukee Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['2283 N Milwaukee Ave', 'Chicago, IL 60647']}",+17737998130,(773) 799-8130,2488.8149304476015
kUpqpEqkBjZguS1uA6NQYA,en-hakkore-2-0-chicago-15,En Hakkore 2.0,https://s3-media3.fl.yelpcdn.com/bphoto/QO3A1d-5GkMHMIknJYml0A/o.jpg,False,https://www.yelp.com/biz/en-hakkore-2-0-chicago-15?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,571,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'poke', 'title': 'Poke'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,"{'latitude': 41.90859268098761, 'longitude': -87.67442096514347}","['pickup', 'delivery']",$$,"{'address1': '1467 N Milwaukee Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['1467 N Milwaukee Ave', 'Chicago, IL 60622']}",+17732785959,(773) 278-5959,471.5212124464155
jwRq3eoR_oWC2GgbB34V7Q,sushi-by-scratch-restaurants-chicago-chicago,Sushi by Scratch Restaurants: Chicago,https://s3-media1.fl.yelpcdn.com/bphoto/aj9qhsEwC4whmBXIAsdNDQ/o.jpg,False,https://www.yelp.com/biz/sushi-by-scratch-restaurants-chicago-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,21,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",5.0,"{'latitude': 41.889635, 'longitude': -87.644829}",[],,"{'address1': '415 N Milwaukee Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60654', 'country': 'US', 'state': 'IL', 'display_address': ['415 N Milwaukee Ave', 'Chicago, IL 60654']}",,,3225.7328053633805
iiCvrkmiGzSu0pA83FdJrA,sushi-by-bou-chicago-4,Sushi by Bou - West Loop,https://s3-media2.fl.yelpcdn.com/bphoto/1JSqXzKDbvQRC0J4U8Lakw/o.jpg,False,https://www.yelp.com/biz/sushi-by-bou-chicago-4?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,44,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 41.887458, 'longitude': -87.651931}",[],,"{'address1': '311 N Morgan St', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60607', 'country': 'US', 'state': 'IL', 'display_address': ['311 N Morgan St', 'Chicago, IL 60607']}",+13128181156,(312) 818-1156,2907.487190400195
UqoxOHG50O9R48lg2WOdBg,yokocho-chicago-3,Yokocho,https://s3-media4.fl.yelpcdn.com/bphoto/ArO1reKvBc-Cn3Y29KDXSw/o.jpg,False,https://www.yelp.com/biz/yokocho-chicago-3?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,28,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,"{'latitude': 41.88512, 'longitude': -87.64829}","['pickup', 'delivery']",,"{'address1': '167 N Green St', 'address2': 'Back Alley', 'address3': '', 'city': 'Chicago', 'zip_code': '60607', 'country': 'US', 'state': 'IL', 'display_address': ['167 N Green St', 'Back Alley', 'Chicago, IL 60607']}",+13128901119,(312) 890-1119,3289.2731873519506
dw-dsVgjiDzr8pbw0iVk1A,kyōten-chicago,Kyōten,https://s3-media2.fl.yelpcdn.com/bphoto/bY6RAlrsnFZ3ihJc0SZDrQ/o.jpg,False,https://www.yelp.com/biz/ky%C5%8Dten-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,71,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,"{'latitude': 41.91743, 'longitude': -87.69009}",[],,"{'address1': '2507 W Armitage Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['2507 W Armitage Ave', 'Chicago, IL 60647']}",+13128809402,(312) 880-9402,1712.9014839402337
mlhHPnHmjO2_ypcP5Vc9Zw,coast-sushi-bar-chicago,Coast Sushi Bar,https://s3-media1.fl.yelpcdn.com/bphoto/cfvQ6CJ2D86FkiAGN8gHHg/o.jpg,False,https://www.yelp.com/biz/coast-sushi-bar-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,1208,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",4.0,"{'latitude': 41.91905078950868, 'longitude': -87.67753}","['pickup', 'delivery']",$$,"{'address1': '2045 N Damen Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['2045 N Damen Ave', 'Chicago, IL 60647']}",+17732355775,(773) 235-5775,1544.7886001751394
tB2QY2ec1JSYtLTHQ4p5Xg,gari-sushi-chicago-4,Gari Sushi ,https://s3-media3.fl.yelpcdn.com/bphoto/X-vb5SMAqHkREy4mAieu3A/o.jpg,False,https://www.yelp.com/biz/gari-sushi-chicago-4?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,3,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",5.0,"{'latitude': 41.92458, 'longitude': -87.69023}","['pickup', 'delivery']",,"{'address1': '2507 W Fullerton Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['2507 W Fullerton Ave', 'Chicago, IL 60647']}",+17739628723,(773) 962-8723,2403.4744627134896
gB0XNxUPIbdKyVYx77sBsw,kyoten-next-door-chicago,Kyoten Next Door,https://s3-media2.fl.yelpcdn.com/bphoto/iCivk3LSxK9_-RPdpiAusQ/o.jpg,False,https://www.yelp.com/biz/kyoten-next-door-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,8,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",5.0,"{'latitude': 41.917187869307114, 'longitude': -87.69007690250875}",[],,"{'address1': '2513 W Armitage Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['2513 W Armitage Ave', 'Chicago, IL 60647']}",+13127726658,(312) 772-6658,1681.3467260450361
ntT2TITlnyB3K5shr2WNwQ,kaido-sushi-arlington-heights-7,Kaido Sushi,https://s3-media4.fl.yelpcdn.com/bphoto/6_oR5YW3v3mYoOsHrhA9Xg/o.jpg,False,https://www.yelp.com/biz/kaido-sushi-arlington-heights-7?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,70,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",5.0,"{'latitude': 42.0503618, 'longitude': -87.983753}",[],,"{'address1': '45 W Golf Rd', 'address2': '', 'address3': None, 'city': 'Arlington Heights', 'zip_code': '60005', 'country': 'US', 'state': 'IL', 'display_address': ['45 W Golf Rd', 'Arlington Heights, IL 60005']}",+18472583592,(847) 258-3592,29970.215694032988
Vw-Qn1Hg06h4yBUdDQCXyA,sushi-san-chicago,SUSHI-SAN,https://s3-media2.fl.yelpcdn.com/bphoto/hIHfcSxdn2ZMGBGfvT6kDA/o.jpg,False,https://www.yelp.com/biz/sushi-san-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,957,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 41.8914851, 'longitude': -87.6302732}","['pickup', 'delivery']",$$,"{'address1': '63 W Grand Ave', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60654', 'country': 'US', 'state': 'IL', 'display_address': ['63 W Grand Ave', 'Chicago, IL 60654']}",+13128280575,(312) 828-0575,4202.29680872672
UzksnYYQvh2tThSGTqUslA,2am-izakaya-chicago,2AM Izakaya,https://s3-media3.fl.yelpcdn.com/bphoto/PddeGAGRNQ6Hn2aR77a7GA/o.jpg,False,https://www.yelp.com/biz/2am-izakaya-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,34,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'chinese', 'title': 'Chinese'}]",4.5,"{'latitude': 41.92228, 'longitude': -87.64465}","['pickup', 'delivery', 'restaurant_reservation']",,"{'address1': '2218 N Lincoln Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60614', 'country': 'US', 'state': 'IL', 'display_address': ['2218 N Lincoln Ave', 'Chicago, IL 60614']}",+17738822363,(773) 882-2363,3342.3695439821613
dXiCY0sIKnKGsBxTFIEEwA,komo-chicago,Komo,https://s3-media2.fl.yelpcdn.com/bphoto/SyFmaYSyWFTRhgoiLX2EfA/o.jpg,False,https://www.yelp.com/biz/komo-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,67,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 41.88477602490234, 'longitude': -87.64728711107014}","['pickup', 'delivery']",,"{'address1': '738 W Randolph St', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60661', 'country': 'US', 'state': 'IL', 'display_address': ['738 W Randolph St', 'Chicago, IL 60661']}",+13124652250,(312) 465-2250,3391.2862333769312
KgeOkqcLHsMaZwoIIiW7bQ,sushi-bar-chicago-chicago-2,Sushi Bar - Chicago,https://s3-media2.fl.yelpcdn.com/bphoto/3CCkC0Bh1Paw2SDLK1cOQA/o.jpg,False,https://www.yelp.com/biz/sushi-bar-chicago-chicago-2?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,2,"[{'alias': 'sushi', 'title': 'Sushi Bars'}]",5.0,"{'latitude': 41.889862, 'longitude': -87.62577}",[],,"{'address1': '405 N Wabash Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60611', 'country': 'US', 'state': 'IL', 'display_address': ['405 N Wabash Ave', 'Chicago, IL 60611']}",+13124984442,(312) 498-4442,4632.990962870418
oSyXCPjUhCgoTXA8VdbOTA,kameya-sushi-chicago-3,Kameya Sushi,https://s3-media2.fl.yelpcdn.com/bphoto/aRNtjdwaKGG-NOEFbYl1YQ/o.jpg,False,https://www.yelp.com/biz/kameya-sushi-chicago-3?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,345,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'ramen', 'title': 'Ramen'}]",4.5,"{'latitude': 41.9219281, 'longitude': -87.64897}","['pickup', 'delivery']",$$,"{'address1': '806 W Webster Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60614', 'country': 'US', 'state': 'IL', 'display_address': ['806 W Webster Ave', 'Chicago, IL 60614']}",+17739353474,(773) 935-3474,3018.0554411131434
BdEQSgIeJFRad9IV446O-Q,kaze-sushi-and-thai-chicago,Kaze Sushi and Thai,https://s3-media3.fl.yelpcdn.com/bphoto/Ts48BjGF4P1nsn_ic-PuaQ/o.jpg,False,https://www.yelp.com/biz/kaze-sushi-and-thai-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,72,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,"{'latitude': 41.9381066, 'longitude': -87.775776}","['pickup', 'delivery']",,"{'address1': '5957 W Belmont', 'address2': '', 'address3': None, 'city': 'Chicago', 'zip_code': '60634', 'country': 'US', 'state': 'IL', 'display_address': ['5957 W Belmont', 'Chicago, IL 60634']}",+17738873023,(773) 887-3023,8898.182751196768
AKngvU-VIsVwM8A-PW3utw,kizami-sushi-chicago-2,Kizami Sushi,https://s3-media4.fl.yelpcdn.com/bphoto/SEL3P4VC3uMXovs-OxKIQw/o.jpg,False,https://www.yelp.com/biz/kizami-sushi-chicago-2?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,109,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.5,"{'latitude': 41.92297, 'longitude': -87.64479}","['pickup', 'delivery']",$$,"{'address1': '2235 N Lincoln Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60614', 'country': 'US', 'state': 'IL', 'display_address': ['2235 N Lincoln Ave', 'Chicago, IL 60614']}",+17736978906,(773) 697-8906,3362.9769778155865
-kHNCSxf_lHi9822c43J7w,ora-chicago,Ora,https://s3-media3.fl.yelpcdn.com/bphoto/m_aO-ypnx4l63QlKJsSGbg/o.jpg,False,https://www.yelp.com/biz/ora-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,546,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 41.98557, 'longitude': -87.66881}","['pickup', 'delivery']",$$,"{'address1': '5701 N Clark St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60660', 'country': 'US', 'state': 'IL', 'display_address': ['5701 N Clark St', 'Chicago, IL 60660']}",+17737548750,(773) 754-8750,8969.164600580973
mVhkriEZ_lvqCLwzjm6etA,wonder-chop-chicago,Wonder Chop,https://s3-media2.fl.yelpcdn.com/bphoto/dgEOb_iwzZe0OrPSzTuDLg/o.jpg,False,https://www.yelp.com/biz/wonder-chop-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,122,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",5.0,"{'latitude': 41.92522, 'longitude': -87.68845}","['pickup', 'delivery']",,"{'address1': '2418 W Fullerton Ave', 'address2': None, 'address3': '', 'city': 'Chicago', 'zip_code': '60647', 'country': 'US', 'state': 'IL', 'display_address': ['2418 W Fullerton Ave', 'Chicago, IL 60647']}",+17733846499,(773) 384-6499,2389.128343626292
Ocie05DGFWQnpqBaU4P3Lw,sen-sushi-bar-oak-park,Sen Sushi Bar,https://s3-media1.fl.yelpcdn.com/bphoto/seuoVNcazQxaoZXU7tLmdw/o.jpg,False,https://www.yelp.com/biz/sen-sushi-bar-oak-park?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,574,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.5,"{'latitude': 41.87361, 'longitude': -87.7937}",['delivery'],$$,"{'address1': '814 S Oak Park Ave', 'address2': '', 'address3': '', 'city': 'Oak Park', 'zip_code': '60304', 'country': 'US', 'state': 'IL', 'display_address': ['814 S Oak Park Ave', 'Oak Park, IL 60304']}",+17088484400,(708) 848-4400,10227.339908054548
qaR0K2YNsoM5qfcZWKU5zg,fresh-sushi-chicago-chicago,Fresh Sushi Chicago,https://s3-media2.fl.yelpcdn.com/bphoto/8ufPYFD6Ald1b68rwQ7gZw/o.jpg,False,https://www.yelp.com/biz/fresh-sushi-chicago-chicago?adjust_creative=e8rBV-hfcPScCMjwOETgGg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=e8rBV-hfcPScCMjwOETgGg,44,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'poke', 'title': 'Poke'}, {'alias': 'ramen', 'title': 'Ramen'}]",5.0,"{'latitude': 41.9439712, 'longitude': -87.73151349999999}","['pickup', 'delivery']",,"{'address1': '3443 N Milwaukee Ave', 'address2': None, 'address3': None, 'city': 'Chicago', 'zip_code': '60641', 'country': 'US', 'state': 'IL', 'display_address': ['3443 N Milwaukee Ave', 'Chicago, IL 60641']}",+17738530867,(773) 853-0867,6196.646122190874
